location_type,industry_hint,business_size,cleaning_needs_m2,budget_eur,prior_cleaning_machine,usage_frequency,dirt_type,eco_preference,price_sensitivity,customer_segment
periurban,firm_curatenie,95,16978,974,nu,saptamanal,usoara,nu,scazut,firma_curatenie
urban,persoana_fizica,4,654,183,da,saptamanal,greu,nu,scazut,firma_curatenie
urban,retail,73,7949,3213,da,saptamanal,usoara,nu,ridicat,firma_curatenie
urban,retail,74,10922,415,da,saptamanal,medie,nu,mediu,firma_curatenie
periurban,persoana_fizica,5,398,160,nu,lunar,usoara,nu,mediu,horeca
periurban,firm_curatenie,126,2140,4069,da,zilnic,medie,da,ridicat,horeca
urban,firm_curatenie,80,14545,1807,da,lunar,usoara,nu,mediu,horeca
periurban,firm_curatenie,168,5759,2151,da,saptamanal,medie,nu,ridicat,firma_curatenie
urban,horeca,120,22812,5758,nu,ocazional,medie,da,scazut,firma_curatenie
urban,firm_curatenie,65,7712,2319,nu,saptamanal,greu,nu,mediu,firma_curatenie
urban,horeca,130,8847,3513,nu,ocazional,medie,da,scazut,firma_curatenie
urban,horeca,5,520,1634,da,saptamanal,medie,nu,scazut,horeca
urban,industrial,253,26643,5938,da,zilnic,usoara,da,scazut,firma_curatenie
rural,persoana_fizica,2,28,198,da,zilnic,medie,da,mediu,horeca
periurban,retail,70,5427,3609,nu,ocazional,usoara,nu,mediu,firma_curatenie
urban,persoana_fizica,5,752,302,nu,saptamanal,medie,nu,mediu,firma_curatenie
urban,firm_curatenie,165,17640,2030,nu,saptamanal,usoara,nu,scazut,firma_curatenie
urban,persoana_fizica,1,56,230,da,zilnic,medie,nu,mediu,persoana_fizica
urban,horeca,7,515,165,nu,ocazional,medie,nu,scazut,horeca
urban,persoana_fizica,4,695,50,nu,zilnic,usoara,nu,scazut,horeca
urban,horeca,55,6041,4639,da,zilnic,medie,da,mediu,horeca
urban,industrial,344,37973,50,da,ocazional,usoara,da,mediu,firma_curatenie
periurban,horeca,99,19075,3491,nu,ocazional,usoara,nu,mediu,firma_curatenie
urban,horeca,127,9012,2739,nu,zilnic,greu,nu,mediu,horeca
urban,industrial,196,19818,8694,nu,ocazional,usoara,nu,scazut,firma_curatenie
periurban,firm_curatenie,10,1642,1964,nu,zilnic,medie,nu,ridicat,firma_curatenie
urban,persoana_fizica,5,770,344,da,zilnic,medie,da,mediu,persoana_fizica
urban,persoana_fizica,1,60,183,nu,lunar,medie,nu,scazut,persoana_fizica
urban,retail,62,2399,3875,da,lunar,usoara,nu,mediu,horeca
urban,industrial,415,59400,505,nu,saptamanal,medie,nu,mediu,firma_curatenie
periurban,industrial,417,24584,50,nu,zilnic,usoara,nu,mediu,firma_curatenie
urban,firm_curatenie,129,23904,1971,nu,zilnic,medie,nu,ridicat,firma_curatenie
urban,retail,83,2868,819,nu,lunar,greu,nu,ridicat,firma_curatenie
periurban,persoana_fizica,5,352,195,nu,ocazional,usoara,nu,ridicat,persoana_fizica
periurban,persoana_fizica,3,61,166,nu,saptamanal,medie,da,mediu,persoana_fizica
periurban,firm_curatenie,182,26140,2605,da,lunar,usoara,nu,mediu,firma_curatenie
urban,persoana_fizica,3,538,114,da,zilnic,usoara,nu,scazut,persoana_fizica
urban,industrial,449,58736,6273,nu,lunar,usoara,nu,ridicat,firma_curatenie
rural,industrial,336,63226,7591,nu,zilnic,usoara,nu,scazut,firma_curatenie
periurban,horeca,43,1479,2691,da,saptamanal,usoara,nu,mediu,horeca
urban,firm_curatenie,73,1946,2478,da,saptamanal,usoara,da,scazut,firma_curatenie
urban,horeca,52,8803,1532,da,ocazional,medie,nu,mediu,firma_curatenie
urban,retail,59,10180,2040,nu,saptamanal,usoara,nu,scazut,firma_curatenie
rural,persoana_fizica,5,839,92,nu,saptamanal,usoara,nu,scazut,persoana_fizica
urban,persoana_fizica,2,323,387,nu,lunar,usoara,nu,scazut,persoana_fizica
urban,firm_curatenie,103,8118,3228,nu,saptamanal,medie,nu,mediu,firma_curatenie
urban,horeca,19,975,5490,nu,zilnic,usoara,nu,mediu,horeca
urban,persoana_fizica,5,932,297,da,saptamanal,greu,nu,mediu,persoana_fizica
periurban,industrial,470,32115,3010,nu,lunar,usoara,da,mediu,firma_curatenie
urban,persoana_fizica,3,257,77,nu,saptamanal,usoara,nu,mediu,persoana_fizica
periurban,horeca,80,11433,2363,nu,zilnic,usoara,nu,ridicat,horeca
rural,persoana_fizica,5,328,238,da,saptamanal,usoara,nu,mediu,persoana_fizica
urban,firm_curatenie,41,6791,1709,da,ocazional,medie,nu,scazut,firma_curatenie
urban,industrial,143,3332,50,da,zilnic,medie,nu,scazut,horeca
urban,horeca,30,4809,4120,nu,saptamanal,usoara,nu,mediu,horeca
periurban,persoana_fizica,2,248,72,da,lunar,usoara,nu,ridicat,persoana_fizica
urban,horeca,12,1426,2366,nu,zilnic,usoara,nu,scazut,horeca
urban,persoana_fizica,1,97,339,nu,saptamanal,greu,nu,mediu,persoana_fizica
periurban,persoana_fizica,3,187,203,da,ocazional,medie,nu,scazut,firma_curatenie
urban,persoana_fizica,4,392,286,nu,zilnic,medie,nu,mediu,horeca
rural,horeca,25,2387,3520,nu,lunar,medie,nu,ridicat,persoana_fizica
urban,horeca,29,3506,1486,nu,lunar,greu,nu,mediu,firma_curatenie
urban,firm_curatenie,147,9334,2729,da,saptamanal,medie,da,mediu,firma_curatenie
urban,persoana_fizica,5,123,194,da,zilnic,greu,nu,ridicat,persoana_fizica
periurban,firm_curatenie,167,6273,514,nu,ocazional,medie,nu,scazut,firma_curatenie
urban,persoana_fizica,1,142,67,da,lunar,usoara,nu,mediu,persoana_fizica
periurban,retail,45,642,2959,nu,zilnic,medie,nu,mediu,firma_curatenie
rural,retail,43,7427,5069,nu,zilnic,medie,nu,ridicat,firma_curatenie
urban,horeca,41,5819,1385,nu,lunar,medie,da,ridicat,horeca
rural,persoana_fizica,1,155,123,da,saptamanal,usoara,nu,scazut,persoana_fizica
urban,firm_curatenie,46,7766,2397,da,saptamanal,medie,nu,ridicat,firma_curatenie
urban,persoana_fizica,4,133,94,nu,ocazional,usoara,da,scazut,persoana_fizica
urban,retail,63,10474,5324,nu,saptamanal,usoara,nu,scazut,firma_curatenie
periurban,firm_curatenie,146,15458,1134,nu,ocazional,medie,nu,mediu,firma_curatenie
urban,horeca,72,12833,2251,da,lunar,medie,da,mediu,horeca
urban,retail,55,9814,1534,nu,zilnic,medie,da,mediu,horeca
urban,retail,86,1255,3621,da,lunar,greu,nu,mediu,firma_curatenie
urban,firm_curatenie,38,3144,4162,da,saptamanal,medie,nu,mediu,firma_curatenie
urban,persoana_fizica,4,440,143,da,zilnic,medie,nu,ridicat,persoana_fizica
periurban,firm_curatenie,101,14027,2866,da,saptamanal,medie,nu,ridicat,firma_curatenie
periurban,firm_curatenie,156,10042,694,da,saptamanal,usoara,da,mediu,firma_curatenie
urban,industrial,413,23915,7877,da,lunar,medie,da,scazut,firma_curatenie
rural,retail,71,5853,4610,da,ocazional,usoara,da,ridicat,horeca
urban,retail,32,3365,4242,nu,ocazional,medie,nu,mediu,firma_curatenie
rural,firm_curatenie,92,17546,2132,nu,zilnic,usoara,nu,ridicat,firma_curatenie
urban,retail,9,1393,1260,da,lunar,usoara,nu,scazut,firma_curatenie
urban,horeca,40,3662,3001,nu,zilnic,usoara,da,mediu,horeca
urban,horeca,42,853,2533,da,zilnic,medie,da,ridicat,horeca
periurban,persoana_fizica,4,168,164,da,zilnic,usoara,nu,mediu,horeca
urban,firm_curatenie,147,14203,2206,da,saptamanal,usoara,nu,mediu,firma_curatenie
urban,retail,48,7902,2420,nu,zilnic,medie,nu,ridicat,firma_curatenie
urban,persoana_fizica,4,329,256,da,saptamanal,usoara,da,mediu,horeca
urban,firm_curatenie,176,19767,2714,da,zilnic,usoara,nu,mediu,firma_curatenie
urban,firm_curatenie,147,26378,1937,nu,saptamanal,usoara,nu,scazut,firma_curatenie
periurban,firm_curatenie,97,17811,2432,nu,ocazional,medie,nu,mediu,firma_curatenie
periurban,firm_curatenie,111,5660,3321,nu,ocazional,medie,da,mediu,firma_curatenie
urban,persoana_fizica,1,18,157,nu,lunar,greu,da,scazut,persoana_fizica
periurban,retail,23,1564,2519,nu,saptamanal,usoara,nu,mediu,firma_curatenie
urban,firm_curatenie,19,2701,971,da,lunar,usoara,da,scazut,firma_curatenie
periurban,firm_curatenie,18,3432,2479,da,lunar,usoara,nu,ridicat,firma_curatenie
periurban,persoana_fizica,2,49,215,nu,lunar,greu,da,mediu,persoana_fizica
urban,retail,82,1263,3053,nu,zilnic,medie,da,mediu,horeca
periurban,horeca,19,3381,1516,nu,saptamanal,medie,nu,mediu,horeca
urban,horeca,67,10193,4148,da,saptamanal,greu,nu,scazut,firma_curatenie
urban,persoana_fizica,4,794,208,da,saptamanal,usoara,da,scazut,persoana_fizica
periurban,horeca,31,2647,4544,da,saptamanal,usoara,da,scazut,horeca
urban,firm_curatenie,97,8637,1562,da,lunar,medie,nu,ridicat,firma_curatenie
urban,persoana_fizica,1,42,254,da,lunar,medie,nu,ridicat,persoana_fizica
urban,persoana_fizica,5,160,235,da,zilnic,medie,nu,ridicat,persoana_fizica
periurban,persoana_fizica,4,479,321,nu,saptamanal,medie,nu,mediu,persoana_fizica
urban,persoana_fizica,1,79,190,da,lunar,medie,nu,mediu,persoana_fizica
urban,persoana_fizica,5,126,155,da,zilnic,greu,nu,mediu,horeca
periurban,firm_curatenie,61,10890,1506,da,zilnic,medie,nu,mediu,firma_curatenie
periurban,horeca,124,5913,1337,da,lunar,usoara,nu,mediu,firma_curatenie
urban,firm_curatenie,56,8524,1496,da,saptamanal,medie,nu,scazut,firma_curatenie
urban,firm_curatenie,111,7062,50,da,ocazional,medie,nu,mediu,firma_curatenie
urban,persoana_fizica,3,493,309,da,lunar,medie,nu,scazut,firma_curatenie
urban,retail,9,292,4820,nu,ocazional,usoara,nu,mediu,persoana_fizica
urban,industrial,382,58695,4557,da,zilnic,usoara,nu,mediu,firma_curatenie
periurban,persoana_fizica,2,57,235,nu,zilnic,usoara,nu,scazut,firma_curatenie
urban,firm_curatenie,8,759,2164,nu,saptamanal,greu,nu,mediu,firma_curatenie
urban,firm_curatenie,137,20476,686,nu,zilnic,usoara,nu,scazut,firma_curatenie
urban,retail,77,3304,3731,da,saptamanal,medie,nu,scazut,horeca
periurban,persoana_fizica,1,64,294,da,lunar,medie,da,mediu,persoana_fizica
urban,persoana_fizica,4,697,116,nu,ocazional,greu,nu,mediu,persoana_fizica
rural,retail,82,14610,2895,nu,ocazional,medie,nu,ridicat,firma_curatenie
urban,persoana_fizica,1,18,178,nu,saptamanal,greu,nu,mediu,persoana_fizica
urban,retail,96,4025,3927,da,lunar,medie,nu,ridicat,firma_curatenie
urban,firm_curatenie,136,4395,1917,nu,zilnic,greu,da,scazut,horeca
urban,persoana_fizica,2,88,195,nu,saptamanal,usoara,da,mediu,persoana_fizica
urban,retail,69,13409,4685,nu,ocazional,medie,da,mediu,firma_curatenie
urban,horeca,47,5396,1071,nu,zilnic,medie,da,scazut,horeca
urban,persoana_fizica,5,494,219,da,saptamanal,usoara,nu,scazut,firma_curatenie
periurban,horeca,86,16946,3132,da,ocazional,greu,nu,mediu,horeca
urban,industrial,117,13551,3189,nu,zilnic,usoara,nu,mediu,firma_curatenie
periurban,firm_curatenie,141,19121,4039,nu,ocazional,usoara,nu,scazut,firma_curatenie
urban,persoana_fizica,4,292,226,nu,zilnic,usoara,nu,scazut,horeca
urban,firm_curatenie,160,13216,2671,nu,ocazional,medie,da,mediu,firma_curatenie
urban,persoana_fizica,2,245,265,da,saptamanal,usoara,nu,scazut,persoana_fizica
urban,firm_curatenie,86,2000,1679,nu,zilnic,usoara,da,ridicat,horeca
urban,firm_curatenie,87,5099,3241,da,zilnic,greu,nu,ridicat,firma_curatenie
urban,persoana_fizica,3,142,283,nu,lunar,greu,nu,ridicat,persoana_fizica
urban,industrial,338,4400,4633,nu,ocazional,usoara,nu,scazut,firma_curatenie
urban,firm_curatenie,104,11649,2938,da,lunar,medie,da,scazut,firma_curatenie
urban,firm_curatenie,53,6179,3239,da,ocazional,medie,nu,ridicat,firma_curatenie
rural,retail,19,1576,3454,da,lunar,usoara,nu,mediu,horeca
periurban,persoana_fizica,2,122,133,da,zilnic,medie,nu,mediu,persoana_fizica
periurban,industrial,114,15263,4722,nu,lunar,medie,nu,mediu,firma_curatenie
periurban,firm_curatenie,109,3878,2475,da,saptamanal,medie,da,scazut,firma_curatenie
urban,persoana_fizica,5,542,220,da,saptamanal,medie,nu,mediu,firma_curatenie
urban,firm_curatenie,19,2962,1254,da,zilnic,medie,nu,ridicat,firma_curatenie
rural,firm_curatenie,179,7377,1713,nu,saptamanal,usoara,nu,ridicat,firma_curatenie
urban,persoana_fizica,3,459,228,da,lunar,medie,nu,mediu,persoana_fizica
urban,persoana_fizica,3,463,79,da,zilnic,medie,da,mediu,firma_curatenie
urban,retail,30,641,2523,nu,lunar,medie,nu,mediu,persoana_fizica
urban,horeca,7,94,4044,da,ocazional,medie,nu,scazut,persoana_fizica
urban,horeca,106,20675,3424,da,zilnic,medie,nu,scazut,firma_curatenie
periurban,horeca,8,373,1713,nu,lunar,usoara,nu,scazut,horeca
urban,industrial,353,58670,2955,da,lunar,medie,nu,mediu,firma_curatenie
urban,horeca,49,5720,5230,nu,zilnic,medie,nu,scazut,horeca
rural,horeca,49,2952,1593,nu,lunar,medie,nu,ridicat,horeca
urban,horeca,79,2740,4778,nu,zilnic,medie,nu,ridicat,horeca
urban,persoana_fizica,5,521,150,da,saptamanal,usoara,nu,scazut,persoana_fizica
urban,horeca,13,1136,4695,nu,zilnic,medie,nu,mediu,horeca
periurban,industrial,410,58543,6623,nu,saptamanal,usoara,nu,ridicat,firma_curatenie
rural,horeca,122,22178,2477,da,saptamanal,usoara,nu,ridicat,firma_curatenie
urban,retail,67,10920,380,da,saptamanal,medie,nu,ridicat,firma_curatenie
periurban,firm_curatenie,135,8389,2398,nu,zilnic,usoara,da,mediu,firma_curatenie
urban,persoana_fizica,2,353,214,nu,lunar,usoara,da,scazut,persoana_fizica
rural,industrial,190,31985,6241,nu,ocazional,usoara,da,mediu,firma_curatenie
periurban,firm_curatenie,163,30405,2539,nu,saptamanal,medie,nu,mediu,firma_curatenie
periurban,industrial,291,28269,1057,nu,zilnic,usoara,nu,mediu,firma_curatenie
urban,persoana_fizica,2,312,231,da,zilnic,medie,nu,ridicat,persoana_fizica
rural,industrial,337,41253,7227,nu,ocazional,medie,nu,mediu,firma_curatenie
periurban,persoana_fizica,4,275,258,nu,zilnic,medie,nu,ridicat,horeca
urban,horeca,68,13528,1120,nu,zilnic,usoara,da,scazut,horeca
periurban,firm_curatenie,154,2660,3154,da,saptamanal,medie,nu,mediu,firma_curatenie
urban,horeca,147,6002,3643,da,lunar,usoara,da,mediu,horeca
periurban,firm_curatenie,127,22807,2555,da,saptamanal,usoara,nu,mediu,firma_curatenie
urban,firm_curatenie,109,2344,1104,nu,zilnic,usoara,nu,ridicat,horeca
periurban,firm_curatenie,188,33557,2757,nu,lunar,usoara,nu,mediu,firma_curatenie
urban,horeca,78,11379,414,da,lunar,medie,nu,ridicat,firma_curatenie
urban,retail,22,373,1482,da,lunar,medie,da,ridicat,persoana_fizica
urban,firm_curatenie,109,9981,3266,nu,zilnic,usoara,nu,ridicat,firma_curatenie
urban,firm_curatenie,51,7820,2708,nu,lunar,greu,da,mediu,firma_curatenie
urban,persoana_fizica,5,603,223,da,saptamanal,usoara,nu,mediu,persoana_fizica
urban,firm_curatenie,185,34745,2943,da,saptamanal,medie,nu,scazut,firma_curatenie
urban,firm_curatenie,133,23255,3013,da,saptamanal,medie,nu,mediu,firma_curatenie
urban,firm_curatenie,6,439,2757,nu,saptamanal,medie,nu,ridicat,firma_curatenie
urban,industrial,323,8423,4347,nu,saptamanal,usoara,nu,scazut,firma_curatenie
periurban,retail,21,3977,1446,da,zilnic,medie,nu,ridicat,firma_curatenie
urban,horeca,76,8229,2004,nu,saptamanal,usoara,da,ridicat,firma_curatenie
rural,persoana_fizica,4,96,312,nu,saptamanal,usoara,nu,ridicat,persoana_fizica
periurban,persoana_fizica,2,330,97,nu,lunar,medie,nu,mediu,persoana_fizica
urban,persoana_fizica,3,525,239,da,zilnic,medie,nu,mediu,firma_curatenie
urban,persoana_fizica,5,657,239,nu,ocazional,usoara,nu,scazut,persoana_fizica
periurban,persoana_fizica,5,475,317,nu,saptamanal,usoara,nu,ridicat,persoana_fizica
urban,horeca,133,18063,3734,nu,saptamanal,usoara,nu,scazut,firma_curatenie
urban,firm_curatenie,64,9233,1576,nu,zilnic,usoara,nu,mediu,firma_curatenie
urban,persoana_fizica,3,539,167,nu,lunar,usoara,nu,mediu,persoana_fizica
periurban,retail,94,18011,2493,nu,lunar,greu,nu,mediu,firma_curatenie
urban,persoana_fizica,1,107,290,da,ocazional,usoara,nu,mediu,persoana_fizica
urban,retail,5,808,3467,da,saptamanal,usoara,da,mediu,horeca
rural,industrial,380,73437,1742,da,saptamanal,medie,nu,ridicat,firma_curatenie
periurban,firm_curatenie,150,5810,2278,da,lunar,medie,da,scazut,firma_curatenie
urban,persoana_fizica,4,53,266,nu,lunar,medie,nu,ridicat,persoana_fizica
urban,persoana_fizica,4,700,181,nu,ocazional,medie,da,mediu,persoana_fizica
periurban,industrial,43,2025,50,da,zilnic,usoara,nu,scazut,horeca
urban,industrial,105,1897,4410,da,lunar,medie,da,ridicat,horeca
urban,persoana_fizica,5,202,81,da,zilnic,medie,nu,scazut,persoana_fizica
urban,firm_curatenie,93,7717,356,nu,saptamanal,medie,nu,mediu,firma_curatenie
rural,retail,62,3202,3778,da,zilnic,greu,da,mediu,firma_curatenie
urban,firm_curatenie,158,10743,4521,nu,lunar,medie,nu,mediu,firma_curatenie
periurban,retail,74,14452,4137,nu,lunar,medie,nu,mediu,firma_curatenie
periurban,industrial,284,40849,50,da,zilnic,usoara,nu,mediu,firma_curatenie
urban,horeca,115,16711,2740,nu,saptamanal,medie,nu,ridicat,firma_curatenie
urban,persoana_fizica,2,55,152,da,saptamanal,greu,nu,mediu,persoana_fizica
urban,horeca,26,3876,793,nu,zilnic,medie,nu,ridicat,horeca
urban,horeca,132,19862,3697,da,zilnic,usoara,nu,mediu,firma_curatenie
urban,horeca,39,5278,2722,da,saptamanal,medie,nu,mediu,horeca
periurban,retail,69,3684,1103,nu,lunar,usoara,nu,scazut,firma_curatenie
urban,industrial,348,31451,50,nu,saptamanal,medie,nu,mediu,firma_curatenie
periurban,industrial,403,68829,3173,da,saptamanal,greu,da,ridicat,firma_curatenie
urban,firm_curatenie,147,20188,2007,da,ocazional,medie,nu,scazut,firma_curatenie
urban,retail,13,1939,2357,da,zilnic,medie,da,scazut,horeca
urban,persoana_fizica,2,243,285,nu,lunar,usoara,nu,scazut,persoana_fizica
urban,horeca,28,2671,3506,da,saptamanal,greu,da,mediu,persoana_fizica
periurban,firm_curatenie,81,12491,1655,nu,ocazional,medie,nu,mediu,firma_curatenie
urban,horeca,105,2405,1774,da,saptamanal,medie,nu,mediu,horeca
urban,industrial,141,19443,50,da,lunar,medie,da,mediu,firma_curatenie
urban,persoana_fizica,5,997,112,nu,zilnic,usoara,da,mediu,persoana_fizica
urban,persoana_fizica,1,158,308,nu,ocazional,medie,da,ridicat,persoana_fizica
urban,horeca,102,6651,4297,nu,saptamanal,medie,nu,scazut,firma_curatenie
urban,persoana_fizica,5,313,223,nu,saptamanal,greu,nu,scazut,persoana_fizica
rural,firm_curatenie,52,7112,1505,da,zilnic,usoara,nu,mediu,firma_curatenie
urban,horeca,5,901,4861,nu,ocazional,usoara,da,ridicat,firma_curatenie
periurban,persoana_fizica,4,479,119,da,lunar,medie,nu,mediu,persoana_fizica
urban,firm_curatenie,144,15869,1000,da,zilnic,medie,nu,ridicat,firma_curatenie
urban,retail,23,930,2387,da,zilnic,usoara,nu,scazut,horeca
urban,firm_curatenie,143,20868,50,nu,saptamanal,greu,da,scazut,firma_curatenie
urban,persoana_fizica,4,573,116,da,zilnic,usoara,nu,mediu,firma_curatenie
urban,horeca,119,23052,2645,da,saptamanal,usoara,nu,mediu,firma_curatenie
urban,persoana_fizica,2,134,163,da,ocazional,usoara,nu,mediu,firma_curatenie
urban,firm_curatenie,112,17217,1011,da,lunar,greu,nu,mediu,firma_curatenie
urban,firm_curatenie,48,4438,4035,da,ocazional,usoara,nu,scazut,firma_curatenie
urban,industrial,87,10101,9089,da,saptamanal,medie,nu,mediu,firma_curatenie
rural,horeca,29,4788,5571,da,lunar,medie,nu,scazut,horeca
urban,retail,6,313,2381,da,saptamanal,medie,da,mediu,firma_curatenie
urban,industrial,457,34341,3534,da,saptamanal,usoara,da,mediu,firma_curatenie
urban,firm_curatenie,120,18831,3601,nu,saptamanal,medie,da,ridicat,firma_curatenie
urban,horeca,123,14561,3127,nu,saptamanal,usoara,nu,mediu,firma_curatenie
urban,persoana_fizica,2,55,115,nu,ocazional,greu,da,mediu,persoana_fizica
urban,industrial,153,14035,2026,nu,saptamanal,medie,da,mediu,firma_curatenie
urban,industrial,275,33401,4026,da,lunar,usoara,nu,ridicat,firma_curatenie
urban,persoana_fizica,5,914,198,da,lunar,greu,nu,ridicat,persoana_fizica
urban,retail,68,3115,2597,nu,saptamanal,usoara,nu,ridicat,firma_curatenie
urban,firm_curatenie,39,6362,1816,nu,saptamanal,medie,nu,mediu,firma_curatenie
urban,industrial,476,16573,12018,nu,saptamanal,medie,nu,mediu,firma_curatenie
urban,industrial,399,22353,940,nu,zilnic,medie,nu,mediu,firma_curatenie
urban,firm_curatenie,23,1293,2672,da,lunar,usoara,nu,ridicat,persoana_fizica
periurban,horeca,12,2120,2283,nu,ocazional,medie,nu,scazut,horeca
urban,firm_curatenie,14,669,1961,nu,zilnic,usoara,nu,scazut,firma_curatenie
urban,horeca,33,5264,4410,da,ocazional,medie,nu,mediu,horeca
urban,retail,17,1661,360,nu,zilnic,usoara,nu,scazut,firma_curatenie
rural,horeca,91,18184,1581,da,saptamanal,medie,nu,ridicat,firma_curatenie
urban,firm_curatenie,27,4574,1866,nu,saptamanal,medie,nu,ridicat,firma_curatenie
urban,horeca,50,7527,5214,da,zilnic,medie,nu,mediu,horeca
urban,industrial,476,83508,9412,da,zilnic,medie,nu,mediu,firma_curatenie
urban,persoana_fizica,4,521,302,nu,saptamanal,usoara,nu,mediu,persoana_fizica
urban,horeca,30,5108,50,da,zilnic,usoara,nu,mediu,horeca
urban,firm_curatenie,14,834,950,nu,zilnic,usoara,da,mediu,firma_curatenie
periurban,industrial,184,5255,1974,nu,zilnic,greu,da,ridicat,persoana_fizica
urban,retail,6,762,2433,da,zilnic,medie,nu,scazut,horeca
periurban,horeca,59,5462,220,da,zilnic,medie,nu,ridicat,firma_curatenie
rural,firm_curatenie,70,6371,3097,nu,saptamanal,greu,da,ridicat,firma_curatenie
urban,firm_curatenie,71,7815,50,nu,lunar,greu,nu,ridicat,firma_curatenie
urban,firm_curatenie,139,10934,3032,nu,zilnic,medie,da,mediu,firma_curatenie
urban,persoana_fizica,2,257,269,nu,zilnic,medie,nu,mediu,persoana_fizica
urban,industrial,28,442,1716,nu,lunar,greu,nu,ridicat,persoana_fizica
urban,persoana_fizica,4,777,300,da,zilnic,medie,da,ridicat,persoana_fizica
rural,retail,83,15412,2100,nu,lunar,medie,nu,ridicat,firma_curatenie
periurban,horeca,91,17080,2110,nu,zilnic,medie,da,ridicat,horeca
urban,persoana_fizica,4,317,166,nu,zilnic,medie,nu,mediu,persoana_fizica
urban,persoana_fizica,5,555,173,da,zilnic,usoara,da,scazut,persoana_fizica
